Row,Registration,Zipcode,Age,Partner_company,Friend_promo,Contract_period,Lifetime,Class_registration_weekly,Avg_additional_charges_total,Cancellation_freq,Exited,
14152,2511935,29941,24,1,0,12,8,2.45,230.6666667,0.18,0,
14153,2511971,29941,32,1,1,1,2,0.95,156.35,0.07,0,
14154,2511982,29941,35,0,1,12,3,2.73,178,0.09,0,
14155,2512061,57328,30,0,0,12,4,1.08,184.8,0.11,0,
14156,2512365,29941,60,0,0,12,4,0.76,109.62,0.3,1,
14157,2512487,29941,40,0,1,6,10,1.01,160.66,0.03,0,
14158,2512526,29941,36,1,0,1,6,1.26,219,0,0,
14159,2512751,57328,31,0,1,12,12,0.77,242.3333333,0.01,0,
14160,2513216,29941,25,0,1,1,10,1.77,137.71,0.11,0,
14161,2513364,57328,26,1,0,1,3,2.1,149.16,0.06,0,
14162,2513474,29941,55,1,0,1,3,1.75,172.89,0.48,1,
14163,2513485,57328,39,0,1,12,2,1.54,151.5,0.04,0,
14164,2513679,57328,37,1,0,12,2,0.75,177,0.04,0,
14165,2513691,29941,40,1,0,6,2,1.31,250.3333333,0.16,0,
14166,2513885,29941,42,1,0,1,7,2.83,134.64,0.33,0,
14167,2514045,29941,45,0,0,1,4,0.93,145.86,0.34,1,
14168,2514098,57328,22,1,0,12,4,0.98,190.84,0.03,0,
14169,2514322,65232,43,1,0,12,3,1.02,94.08,0.34,1,
14170,2514382,29941,34,1,0,6,8,3.34,211.6666667,0.25,0,
14171,2514527,29941,44,0,1,6,2,2.64,194.3333333,0.24,0,
14172,2514543,29941,37,1,0,1,4,1.83,159,0.14,0,
14173,2514614,57328,39,1,1,6,5,2.11,168.6666667,0.17,0,
14174,2514860,29941,29,1,0,12,5,1.35,188.19,0.09,0,
14175,2514935,57328,31,1,0,12,4,2.11,219,0.35,0,
14176,2515131,29941,31,0,1,6,9,2.11,118.72,0.05,0,
14177,2515239,29941,36,1,0,12,4,0.69,149.99,0,0,
14178,2515268,29941,31,1,0,12,4,2.06,190.6666667,0.12,0,
14179,2515290,33726,27,1,0,12,6,1.68,210.6666667,0.01,0,
14180,2515450,29941,24,1,0,1,3,1.1,96.53,0.17,0,
14181,2515481,29941,35,0,1,12,5,1.97,218,0.12,0,
14182,2515584,57328,37,0,1,12,6,2.64,142.45,0.28,0,
14183,2515736,29941,44,1,0,12,4,0.34,240.3333333,0,0,
14184,2515799,29941,23,1,0,6,4,2.24,165.6,0.26,0,
14185,2515846,57328,54,1,0,6,2,0.7,109.14,0.07,1,
14186,2515884,29941,29,0,1,12,5,0.89,239.6666667,0.12,0,
14187,2515909,29941,40,0,1,1,10,1.47,121.73,0.12,0,
14188,2515919,57328,29,0,1,1,2,2.24,224.6666667,0.13,0,
14189,2516046,29941,33,1,1,1,4,0.19,213.3,0.12,1,
14190,2516162,29941,29,0,0,1,3,1.42,195.51,0.21,1,
14191,2516400,29941,27,1,0,1,3,2.46,210.7,0.25,0,
14192,2517113,57328,40,1,0,12,5,1.39,132.5,0.01,0,
14193,2517426,57328,36,1,0,1,3,2.29,243.36,0.27,0,
14194,2517461,57328,44,1,0,6,6,2.03,206.6666667,0.18,0,
14195,2517652,29941,35,1,0,12,8,3.03,247,0.17,0,
14196,2517755,57328,33,0,1,12,5,0.85,106.64,0.1,0,
14197,2517962,29941,33,1,0,6,8,0.63,139.23,0.03,0,
14198,2517963,57328,48,0,1,12,8,2.29,197.64,0.28,0,
14199,2518092,57328,40,1,0,1,4,1.48,121.5,0.09,0,
14200,2518132,57328,43,1,1,12,5,1.44,191.33,0.42,1,
14201,2518192,57328,48,1,1,6,5,1.54,212.6666667,0.1,0,
14202,2518211,57328,30,0,1,12,2,1.55,268.45,0.11,0,
14203,2518323,57328,42,0,1,1,2,2.29,207.24,0.2,0,
14204,2518800,57328,76,0,1,6,5,2.62,202,0.12,0,
14205,2518896,29941,40,0,1,6,3,2.05,247.3333333,0,0,
14206,2518947,29941,48,1,0,1,2,0.89,171.36,0.24,1,
14207,2519055,29941,48,0,0,12,4,0.24,120.32,0.09,1,
14208,2519228,29941,28,1,0,1,7,0.79,219.3333333,0.06,0,
14209,2519345,57328,38,0,1,1,4,2.26,180.45,0.1,0,
14210,2519414,57328,33,1,0,12,2,2.73,232.6666667,0.41,0,
14211,2519563,57328,21,1,0,6,3,1.57,158.4,0.02,0,
14212,2519602,57328,26,0,1,12,4,1.55,149.4,0.09,0,
14213,2519768,29941,27,1,0,12,6,0.91,219.6666667,0.04,0,
14214,2520028,57328,43,0,0,6,5,2.82,171.6,0.35,0,
14215,2520124,29941,33,1,0,12,2,1.51,181.92,0.12,0,
14216,2520147,29941,65,0,1,6,8,1.34,201.6666667,0,0,
14217,2520320,57328,74,1,0,1,2,1.46,195.8,0.14,0,
14218,2520329,29941,20,1,0,6,4,1.02,271.2,0.02,0,
14219,2520385,57328,36,1,1,1,2,1.38,29.58,0.54,1,
14220,2520452,57328,40,0,1,1,3,2.53,227.6666667,0.13,0,
14221,2520474,33726,42,0,0,1,2,0.57,56.12,0.12,1,
14222,2520989,29941,51,0,0,12,3,1.14,96.5,0.41,1,
14223,2521007,57328,53,0,1,12,2,0.38,62.73,0.04,1,
14224,2521126,29941,27,1,1,1,3,2.22,207.3333333,0.09,0,
14225,2521157,29941,42,1,0,1,9,0.95,99.33,0.04,0,
14226,2521236,57328,30,1,0,1,5,1.13,103.36,0,0,
14227,2521386,29941,33,1,0,1,8,1.29,205.3333333,0.08,0,
14228,2521474,57328,41,0,1,12,4,0.32,64.86,0,0,
14229,2521562,57328,24,0,1,12,3,1.37,218.05,0.07,0,
14230,2521706,29941,25,0,1,12,5,0,237.6666667,0,0,
14231,2521801,29941,41,1,0,12,3,1.84,131.1,0,0,
14232,2521819,29941,43,0,1,6,1,1.44,225.6666667,0.17,0,
14233,2521877,57328,36,0,1,12,9,2.18,179.96,0.14,0,
14234,2521925,29941,40,1,0,12,3,1.96,164.4,0,0,
14235,2521934,29941,23,1,1,12,6,2.1,231,0.18,0,
14236,2522059,57328,32,0,0,12,4,2.23,101.92,0.06,0,
14237,2522229,57328,39,1,0,1,5,2.03,256.3333333,0,0,
14238,2522270,57328,29,0,1,1,6,2.23,138.18,0,0,
14239,2522925,57328,44,0,1,12,8,1.06,221.6666667,0,0,
14240,2522934,29941,30,0,1,12,2,2.2,249,0.25,0,
14241,2523077,57328,24,1,0,12,6,1.9,234.6666667,0.05,0,
14242,2523086,29941,41,1,0,12,4,1.41,244.3333333,0,0,
14243,2523212,29941,40,1,0,1,3,3.5,283.3333333,0.21,0,
14244,2523254,33726,57,1,1,12,1,0.68,84.76,0.1,1,
14245,2523521,57328,26,0,1,1,4,0.77,224.42,0.08,0,
14246,2523708,29941,40,0,1,12,4,2.74,228.6666667,0.1,0,
14247,2523815,29941,35,0,1,12,4,2.63,164,0.06,0,
14248,2524075,57328,33,0,1,1,3,1.76,62.4,0.06,0,
14249,2524276,29941,55,1,0,12,3,1.79,248.3333333,0.01,0,
14250,2524298,57328,32,0,0,1,2,1.06,115.68,0.24,1,
14251,2524415,29941,32,1,0,6,3,2.44,225,0.21,0,
14252,2524453,57328,55,0,0,6,2,0.71,227,0.15,1,
14253,2524463,29941,51,0,0,1,2,1.5,99.36,0.26,1,
14254,2524706,57328,35,1,0,1,2,1.51,133.48,0,0,
14255,2524854,57328,59,1,0,12,7,2.94,126.91,0.05,0,
14256,2525187,29941,36,0,1,12,10,1.29,214.3333333,0.03,0,
14257,2525227,57328,30,1,0,6,6,1.95,249.6,0,0,
14258,2525339,57328,36,1,0,12,2,1.85,121.92,0.06,0,
14259,2525385,57328,33,1,0,1,4,1.56,172,0.13,0,
14260,2525399,57328,45,1,0,12,2,2.13,176.72,0,0,
14261,2525488,29941,56,1,1,1,1,0.64,224.01,0.23,1,
14262,2525505,29941,47,0,0,1,5,0.83,183.6,0.22,1,
14263,2525662,29941,33,0,1,1,5,0,239.3333333,0,0,
14264,2525667,29941,34,0,1,12,6,1.45,253.26,0.1,0,
14265,2525761,57328,38,0,0,1,5,1.3,167.44,0.53,1,
14266,2525815,65232,46,0,0,1,3,0.33,208.86,0.09,1,
14267,2525916,29941,30,0,1,1,4,0.97,193.6666667,0,0,
14268,2525922,57328,48,0,1,12,8,2.44,238,0.23,0,
14269,2526125,57328,30,1,0,12,4,2.04,123.2,0.16,0,
14270,2526143,57328,33,1,0,12,4,2.5,122.88,0.07,0,
14271,2526248,29941,42,0,1,12,4,2.35,165.24,0.03,0,
14272,2526462,29941,31,0,1,1,4,2.49,283.3333333,0.16,0,
14273,2526470,57328,28,1,0,1,5,1.31,185.71,0.03,0,
14274,2526537,29941,25,0,1,6,10,1.61,268.24,0.13,0,
14275,2526771,29941,24,1,1,12,2,2.93,218.6666667,0.29,0,
14276,2526998,57328,28,1,0,6,3,0.78,219,0.05,0,
14277,2527061,57328,36,0,1,12,4,2.22,138.88,0.17,0,
14278,2527131,29941,31,1,0,12,4,1.58,158.27,0,0,
14279,2527430,29941,34,1,1,1,3,1.12,153.94,0.37,1,
14280,2527457,57328,35,1,0,1,1,1.63,210.54,0.1,0,
14281,2527659,29941,36,0,1,12,11,2.58,153.92,0.25,0,
14282,2527660,57328,37,1,0,6,9,0.18,98.7,0,0,
14283,2527698,29941,30,1,0,12,3,2.1,143.5,0,0,
14284,2527711,57328,37,0,1,6,3,2.19,187.38,0.07,0,
14285,2527967,57328,31,0,1,6,3,3.46,150.75,0.53,0,
14286,2528251,29941,36,0,1,12,4,1.86,212.6666667,0.02,0,
14287,2528352,29941,63,0,0,1,3,0.67,135.36,0.22,1,
14288,2528456,57328,41,1,1,1,5,2.17,237.3333333,0.11,0,
14289,2529011,57328,32,0,1,1,4,3.44,219.6666667,0,0,
14290,2529140,29941,54,0,1,6,2,1.41,174.3333333,0,0,
14291,2529157,57328,57,0,1,1,10,1.17,146,0.08,0,
14292,2529175,29941,30,1,0,12,3,1.58,249,0.16,0,
14293,2529801,29941,25,0,1,12,5,2.15,234.71,0.24,0,
14294,2529958,29941,33,1,0,12,5,1.15,141.36,0,0,
14295,2530050,29941,26,0,1,12,3,2.27,214.5,0.26,0,
14296,2530084,57328,34,1,0,1,2,1.08,237,0.01,0,
14297,2530139,57328,39,1,0,12,9,2.09,116.38,0.08,0,
14298,2530170,29941,34,1,0,6,4,1.48,239.12,0.2,0,
14299,2530175,57328,36,0,1,12,4,2.16,193.98,0,0,
14300,2530459,57328,35,1,0,1,5,2.52,197.1,0.28,0,
14301,2530512,29941,37,0,1,12,8,0.93,282,0.07,0,
14302,2530567,33726,48,0,0,12,4,1.91,129.26,0.21,1,
14303,2530580,33726,53,0,0,12,2,0.45,201.6,0.04,1,
14304,2530890,57328,29,0,1,1,5,1.73,233,0.1,0,
14305,2531035,29941,69,0,0,1,2,0.31,45.92,0.08,1,
14306,2531112,29941,59,0,0,1,3,0.68,200.64,0.24,1,
14307,2531690,57328,38,1,0,12,4,0.8,118.19,0.02,0,
14308,2531694,29941,50,1,1,1,6,0.62,135.24,0.25,1,
14309,2531703,29941,33,0,1,1,4,1.3,211,0.11,0,
14310,2531936,29941,31,1,0,1,2,1.6,193.64,0.14,0,
14311,2532123,29941,38,1,1,1,2,1.11,134.26,0.35,1,
14312,2532161,57328,29,0,0,1,2,1.66,114.3,0.04,0,
14313,2532165,29941,30,0,0,1,3,0.84,99.76,0.15,1,
14314,2532414,57328,62,1,1,1,2,1.28,12.32,0.37,1,
14315,2532440,29941,53,0,0,12,3,0.34,113.2,0.15,1,
14316,2532487,29941,24,0,0,1,4,1.57,100.47,0.5,1,
14317,2532635,29941,38,0,1,1,7,2.57,255.3333333,0.26,0,
14318,2532742,57328,34,0,1,6,1,2.5,247.6666667,0.24,0,
14319,2533188,57328,33,0,1,12,14,1.05,249.6666667,0,0,
14320,2533333,57328,32,1,0,1,4,0.54,223.6666667,0,0,
14321,2533352,57328,36,0,1,1,4,1.59,232.2,0.12,0,
14322,2533357,57328,31,0,1,6,4,2.47,264.3333333,0.15,0,
14323,2533424,57328,27,0,1,12,19,3.81,231.6666667,0.43,0,
14324,2533436,29941,28,0,1,6,3,1.88,241.6666667,0.1,0,
14325,2533748,29941,45,0,0,1,6,0.4,230.52,0.23,1,
14326,2534033,65232,50,1,1,6,5,0.77,141,0.11,1,
14327,2534492,33726,43,0,1,12,5,1.42,188.7,0.05,0,
14328,2534640,29941,46,1,0,1,1,1.17,9.6,0.38,1,
14329,2534688,57328,39,0,0,1,2,1.11,108.87,0.36,1,
14330,2534857,57328,28,1,0,6,6,3.89,229.81,0.46,0,
14331,2534958,29941,25,0,0,6,6,1.53,124.8,0.11,0,
14332,2534962,57328,28,0,1,6,7,1.68,198,0.02,0,
14333,2535063,57328,33,1,0,1,9,0.73,173,0,0,
14334,2535123,57328,31,0,1,6,5,1.26,121.03,0.01,0,
14335,2535152,29941,44,0,1,12,3,0.61,154.94,0.1,1,
14336,2535297,57328,32,1,0,1,4,2.73,159.3,0.3,0,
14337,2535298,57328,30,0,1,12,12,1.47,204.4,0.18,0,
14338,2535670,33726,35,0,0,1,2,1.37,125.08,0.15,1,
14339,2535811,33726,40,0,0,1,2,0.83,113.52,0.07,1,
14340,2535951,29941,55,1,1,1,3,1.21,248.43,0.33,1,
14341,2536097,29941,25,1,0,1,4,2.68,216.54,0.18,0,
14342,2536191,57328,47,0,1,6,1,0.29,231.77,0,0,
14343,2536221,57328,49,1,1,1,5,0.11,139.5,0.09,1,
14344,2536254,57328,34,1,0,12,3,2.53,134.88,0.19,0,
14345,2536393,33726,38,1,0,6,9,3.66,180.32,0.15,0,
14346,2536452,29941,32,1,0,1,4,1.26,270.6666667,0.05,0,
14347,2536467,57328,33,0,1,1,4,1.51,156.2,0.08,0,
14348,2536625,29941,47,1,1,12,2,1.41,22.44,0.17,1,
14349,2536722,57328,27,1,1,12,7,2.02,206.6666667,0.09,0,
14350,2536765,57328,21,0,1,12,7,1.96,157.2,0.02,0,
14351,2536793,29941,33,1,0,12,5,2.23,233.6666667,0.21,0,
14352,2536971,29941,29,1,0,12,2,1.89,198.3333333,0.08,0,
14353,2536992,29941,32,1,0,12,2,2.38,266.3333333,0,0,
14354,2536999,57328,44,1,1,6,2,1.12,173.43,0.39,1,
14355,2537027,29941,41,0,1,12,6,0.53,242.6666667,0,0,
14356,2537074,57328,39,0,1,12,2,2.03,194.6666667,0.18,0,
14357,2537092,29941,42,1,1,6,2,0.75,73.67,0.21,1,
14358,2537133,57328,31,0,1,12,4,2.77,245.7,0.27,0,
14359,2537150,57328,43,0,1,6,4,1.22,230.4,0.06,0,
14360,2537304,29941,41,1,1,1,1,0.98,183.09,0.32,1,
14361,2537344,29941,47,0,0,6,1,1.6,119.34,0.57,1,
14362,2537487,29941,47,0,1,6,3,2.24,206,0.22,0,
14363,2537612,57328,43,1,0,1,4,0.89,283.3333333,0.04,0,
14364,2537911,29941,35,1,0,6,8,1.65,237.3333333,0.2,0,
14365,2537966,29941,35,0,0,12,4,1.2,187.5,0.05,0,
14366,2538161,57328,36,0,1,1,12,1.06,276.6666667,0.06,0,
14367,2538171,29941,52,0,0,6,4,1.21,54.32,0.11,1,
14368,2538183,57328,28,1,0,12,4,0.5,246.81,0,0,
14369,2538233,29941,30,1,0,6,5,1.23,189.28,0.02,0,
14370,2538335,29941,19,1,0,1,4,1.75,219.6666667,0.27,0,
14371,2538840,29941,28,1,0,6,3,0.62,208.3333333,0,0,
14372,2538889,29941,39,1,0,12,3,3.67,171,0,0,
14373,2539036,57328,35,1,0,12,4,1.64,198,0,0,
14374,2539330,29941,35,0,1,12,6,1.39,136.77,0.06,0,
14375,2539391,29941,44,1,1,12,7,0.43,75.5,0.05,1,
14376,2539450,57328,24,1,0,12,4,1.73,241,0.08,0,
14377,2539846,57328,31,1,0,6,6,2.13,165.6,0,0,
14378,2539849,33726,34,0,0,1,3,1.93,89.18,0.21,1,
14379,2539895,57328,35,1,0,1,6,2.25,165.62,0.15,0,
14380,2540064,29941,37,0,1,1,2,1.7,181.6666667,0,0,
14381,2540094,29941,24,1,0,6,5,2.01,156.06,0.17,0,
14382,2540174,57328,71,0,1,6,2,0.93,217.3333333,0,0,
14383,2540210,29941,25,1,1,12,2,2.25,226.3333333,0.16,0,
14384,2540447,57328,33,0,1,12,10,1.99,129.87,0.13,0,
14385,2540458,29941,38,1,0,12,7,3.66,123.75,0.36,0,
14386,2540525,57328,37,1,0,12,3,1.08,219.82,0.08,0,
14387,2540752,29941,20,0,1,12,4,1.97,191.52,0.22,0,
14388,2541057,57328,27,1,0,12,6,2.22,239,0.12,0,
14389,2541170,29941,56,0,0,1,3,0.71,126.43,0.13,1,
14390,2541177,29941,29,1,0,1,10,0.82,165.62,0,0,
14391,2541261,57328,39,0,1,6,5,0.43,190.56,0.03,0,
14392,2541281,29941,67,0,1,12,2,2.69,176.32,0.14,0,
14393,2541690,29941,52,1,1,12,7,0.99,132,0.29,1,
14394,2542313,29941,47,1,1,1,4,0.77,193.29,0.2,1,
14395,2542518,57328,59,1,1,1,4,2.02,236.6666667,0.07,0,
14396,2542533,29941,36,1,0,1,2,1.09,148.05,0.15,0,
14397,2542767,29941,40,1,0,12,2,2.18,256.3333333,0.09,0,
14398,2542961,33726,56,1,1,12,2,1.32,260.42,0.21,1,
14399,2543036,29941,39,1,0,12,4,0.63,111.39,0,0,
14400,2543048,57328,25,1,0,12,6,1.83,229.71,0.03,0,
14401,2543133,57328,33,1,0,6,4,1.53,152.3333333,0,0,
14402,2543186,29941,34,0,1,12,3,1.16,213.38,0.09,0,
14403,2543525,29941,48,0,0,1,2,0.73,187.09,0.24,1,
14404,2543714,29941,22,0,1,12,12,2.55,201.3333333,0.17,0,
14405,2543740,65232,60,0,0,1,1,2.74,60.42,0.14,1,
14406,2543917,29941,20,0,1,12,6,1.37,172.62,0.04,0,
14407,2544152,29941,46,1,0,12,2,1.67,223.6666667,0.04,0,
14408,2544329,29941,32,1,0,12,3,3.37,255,0.3,0,
14409,2544472,57328,34,0,1,6,3,2.11,170.14,0.2,0,
14410,2544629,29941,27,0,1,1,5,0.06,162.71,0.02,1,
14411,2544670,57328,28,1,0,1,4,1.28,217.6666667,0.06,0,
14412,2544736,29941,20,0,0,1,4,1.04,178.08,0.22,1,
14413,2544774,57328,37,0,1,1,4,1.88,235.56,0.21,0,
14414,2544897,57328,38,0,1,1,4,1.66,234.3333333,0,0,
14415,2545216,65232,31,0,0,1,2,1.63,56.71,0.34,1,
14416,2545298,29941,25,0,1,12,4,0.05,242.6666667,0,0,
14417,2545317,57328,38,1,0,1,2,1.86,182.3333333,0.03,0,
14418,2545746,33726,38,0,0,1,1,1.33,135.24,0.11,1,
14419,2545774,29941,28,0,0,12,3,2.27,146.12,0.07,0,
14420,2545837,57328,30,0,1,6,5,1.46,85.86,0.24,0,
14421,2545864,29941,29,0,0,1,3,0.59,166.85,0.15,1,
14422,2546025,29941,54,1,1,12,1,0.23,216.03,0.09,1,
14423,2546107,29941,42,0,0,6,2,1.11,210.9,0.41,1,
14424,2546273,29941,26,1,0,12,7,1.21,214.6666667,0.03,0,
14425,2546450,57328,38,1,0,12,5,0.9,196.35,0,0,
14426,2546560,29941,48,1,0,12,4,0.73,244.3333333,0,0,
14427,2546564,57328,28,0,1,12,3,0.79,215.6666667,0.04,0,
14428,2546590,29941,32,0,0,1,3,1.39,144.48,0.54,1,
14429,2546593,29941,62,0,1,12,2,0.96,213.6666667,0.03,0,
14430,2546909,57328,44,1,0,1,3,0.92,198.18,0,0,
14431,2547109,29941,35,0,1,12,8,0.72,234,0.03,0,
14432,2547117,57328,41,1,1,1,4,2.06,244.4,0.1,0,
14433,2547156,57328,26,1,0,12,8,3.23,215.26,0.06,0,
14434,2547313,29941,27,1,0,12,5,2.17,210.3333333,0.02,0,
14435,2547378,29941,39,1,0,12,6,2.19,156.8,0.34,0,
14436,2547403,29941,33,1,0,12,6,1.82,239.6666667,0,0,
14437,2547422,57328,25,0,0,6,3,1.7,224,0,0,
14438,2547462,29941,33,0,1,12,8,2.46,159.36,0.15,0,
14439,2547511,29941,48,0,0,12,4,1.79,152.75,0.7,1,
14440,2547525,57328,28,0,1,6,3,1.24,123.49,0,0,
14441,2547653,29941,68,1,1,1,5,0.76,160.23,0.21,1,
14442,2548039,29941,35,0,1,12,6,1.99,223.3333333,0.21,0,
14443,2548086,57328,33,0,1,1,2,1.72,211.6666667,0.1,0,
14444,2548116,29941,38,0,1,12,2,0.39,268.6666667,0.01,0,
14445,2548120,29941,70,1,1,12,3,2.61,179.55,0.15,0,
14446,2548157,57328,34,1,0,12,5,3.04,179,0.28,0,
14447,2548296,29941,46,0,0,12,1,1.02,120.84,0.24,1,
14448,2548461,29941,29,1,1,1,3,0.99,250.16,0.3,1,
14449,2548638,29941,38,0,1,12,10,1.67,236.3333333,0.22,0,
14450,2548866,29941,59,1,0,1,2,2.28,169.84,0.15,0,
14451,2549004,57328,46,0,1,6,3,2.88,144.55,0.31,0,
14452,2549082,57328,46,1,0,12,2,0.86,140.14,0.09,0,
14453,2549100,29941,64,1,1,1,2,0,170.13,0,1,
14454,2549103,57328,36,1,0,12,11,1.58,105.16,0.09,0,
14455,2549279,29941,45,0,0,12,2,0,160.5,0,1,
14456,2549351,29941,22,0,1,12,5,1.19,188.3333333,0.01,0,
14457,2549424,57328,36,1,1,12,2,3.45,245,0.36,0,
14458,2549529,57328,22,1,1,1,4,0.62,78.02,0.21,1,
14459,2549672,57328,39,1,0,12,4,1.88,116.5,0.25,0,
14460,2549931,29941,31,1,0,1,4,0,209.55,0,0,
14461,2549933,33726,47,1,1,1,5,0.18,72.03,0.03,1,
14462,2550017,57328,39,1,0,6,3,1.01,189,0.09,0,
14463,2550021,57328,29,1,0,1,4,2.02,207.27,0.13,0,
14464,2550221,29941,31,1,0,1,4,0,198.12,0,0,
14465,2550225,57328,28,1,0,6,7,1.27,119.08,0.07,0,
14466,2550272,29941,29,0,1,1,5,3.1,268.8,0.26,0,
14467,2550475,57328,32,0,1,1,5,1.51,259,0.06,0,
14468,2550499,57328,45,1,1,12,1,0.52,153.86,0.15,1,
14469,2550503,29941,33,1,0,12,9,1.97,77.91,0,0,
14470,2550571,29941,63,0,0,1,3,1.01,43.2,0.04,1,
14471,2550692,57328,33,0,1,12,4,1.23,201.6666667,0,0,
14472,2550706,57328,44,0,1,6,3,1.61,204,0.13,0,
14473,2550841,29941,25,1,1,6,3,3.13,96.04,0,0,
14474,2550847,57328,37,0,1,6,6,1.84,205.54,0,0,
14475,2550937,29941,32,1,0,12,7,1.19,186.72,0.12,0,
14476,2551132,57328,27,1,0,12,2,1.98,258,0.08,0,
14477,2551589,29941,18,0,1,1,3,2.93,279.3333333,0.14,0,
14478,2551608,29941,37,1,0,12,3,2.02,189.3333333,0.03,0,
14479,2551702,29941,29,1,1,12,6,0.58,215,0.05,0,
14480,2551724,29941,46,0,0,12,1,1.6,75.6,0.18,1,
14481,2551861,29941,40,0,1,12,4,0.93,219.3333333,0,0,
14482,2552060,29941,28,0,1,12,3,2.83,248.6666667,0.36,0,
14483,2552110,57328,32,0,1,12,6,1.96,283.3333333,0.04,0,
14484,2552239,33726,45,1,1,12,4,2.09,104.4,0.27,1,
14485,2552294,29941,50,1,1,6,2,0.32,132.44,0.16,1,
14486,2552334,57328,27,0,1,6,4,1.73,142.65,0.11,0,
14487,2552378,29941,37,1,0,1,3,2.4,163.17,0.35,0,
14488,2552384,29941,38,1,0,1,5,1.9,208.25,0.11,0,
14489,2552422,29941,30,0,0,1,3,0.87,120.15,0.21,1,
14490,2552450,29941,42,1,0,1,2,1.62,216.3333333,0.14,0,
14491,2552497,57328,51,1,1,12,3,1,225,0.01,0,
14492,2553027,57328,72,1,0,12,5,3.75,157.2,0,0,
14493,2553045,33726,49,0,0,12,3,0,236.88,0,1,
14494,2553303,57328,35,0,1,6,2,1.44,182.85,0.11,0,
14495,2553590,29941,46,0,1,6,3,1.22,181,0.05,0,
14496,2553944,29941,25,0,1,6,2,0.68,244.6666667,0,0,
14497,2553985,29941,35,0,1,12,2,1.42,231.6666667,0.12,0,
14498,2553988,57328,37,1,1,12,8,0.88,213,0.12,0,
14499,2554174,29941,59,1,0,1,3,1.85,111.36,0.58,1,
14500,2554204,29941,33,1,1,1,3,0.67,60.27,0.25,1,
14501,2554366,29941,24,1,1,1,5,1.18,241.3333333,0.04,0,
14502,2554374,29941,36,0,1,1,3,2.9,283.3333333,0.08,0,
14503,2554589,57328,25,1,0,12,3,1.38,151.05,0.02,0,
14504,2554727,29941,45,0,0,1,3,1.74,53.76,0.18,1,
14505,2554762,57328,37,0,0,12,5,1.85,152,0.22,0,
14506,2554883,33726,44,0,0,12,2,1.8,83.21,0.26,1,
14507,2555083,57328,20,0,1,12,4,1.57,112.64,0.05,0,
14508,2555193,57328,40,1,0,1,3,1.2,251.3333333,0.01,0,
14509,2555246,29941,38,0,1,12,4,2.37,238.6666667,0.17,0,
14510,2555341,29941,28,0,1,1,2,2.22,232.3333333,0.18,0,
14511,2555430,57328,33,0,1,1,2,1.33,253,0,0,
14512,2555517,57328,28,0,1,12,3,2.48,141.51,0.08,0,
14513,2555740,29941,36,1,0,12,3,1.14,225,0,0,
14514,2555890,33726,35,1,1,1,2,1.18,191.33,0,1,
14515,2556013,29941,25,0,1,12,2,0.51,143.52,0,0,
14516,2556246,57328,25,0,0,12,5,1.73,135.45,0.15,0,
14517,2556465,29941,37,0,1,6,6,1.46,189.6666667,0.03,0,
14518,2556811,57328,68,0,1,12,2,1.8,224.6666667,0.07,0,
14519,2556823,29941,59,1,0,1,8,2.27,185.12,0.31,0,
14520,2557106,29941,33,1,0,12,10,0,118.56,0,0,
14521,2557143,57328,37,1,0,1,2,3.01,201.04,0.37,0,
14522,2557200,57328,25,0,1,1,4,1.49,190.6666667,0.14,0,
14523,2557450,29941,27,0,0,6,4,2.61,239.3333333,0.39,0,
14524,2557572,57328,33,1,0,1,6,0.64,259,0,0,
14525,2557783,29941,49,0,1,12,4,0.54,147.28,0.06,1,
14526,2557801,29941,67,1,1,1,5,1.66,54.45,0.07,1,
14527,2557885,57328,22,0,1,6,10,1.17,211.6666667,0.07,0,
14528,2558000,29941,36,1,1,1,4,1.41,149.76,0.38,1,
14529,2558067,57328,32,1,0,12,6,0,143.52,0,0,
14530,2558113,29941,49,0,0,6,1,0,108.54,0,1,
14531,2558180,29941,37,0,0,1,2,1.17,38.71,0.04,1,
14532,2558186,57328,34,0,1,1,3,2.61,183.6,0.06,0,
14533,2558187,57328,29,1,0,12,2,0.08,162.76,0,0,
14534,2558221,57328,41,1,0,6,3,2.31,151.7,0.23,0,
14535,2558448,29941,60,1,1,6,3,1.24,148.93,0.31,1,
14536,2558475,57328,31,0,1,6,3,2.64,181.6666667,0.14,0,
14537,2558491,29941,37,1,1,6,15,2.71,232,0,0,
14538,2558550,29941,31,1,0,12,6,1.44,202.3333333,0.13,0,
14539,2558661,57328,35,1,0,12,2,1.51,121,0.1,0,
14540,2558713,57328,28,1,0,1,5,1.5,212.3333333,0,0,
14541,2558839,57328,31,1,0,6,6,3.15,282.02,0.53,0,
14542,2559270,29941,30,0,0,1,2,1.62,162.5,0.55,1,
14543,2559296,57328,25,0,1,1,7,3.52,156.6666667,0.16,0,
14544,2559361,29941,74,0,1,12,4,2.96,229.6666667,0.09,0,
14545,2559366,29941,26,0,1,12,3,0.91,180.48,0.04,0,
14546,2559390,57328,39,1,0,12,4,1.95,111.36,0.27,0,
14547,2559442,57328,32,1,0,12,2,2.89,198.9,0,0,
14548,2559480,57328,25,0,1,6,7,1.16,162,0.02,0,
14549,2559514,29941,36,1,0,1,4,1.66,139.5,0.25,0,
14550,2559717,57328,40,1,0,6,5,1.96,218.3,0.27,0,
